# Rime user dictionary
#@/db_name	flypy_flypy
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	16891
#@/user_id	lakuhana
mw[dy wj[we 	没玩	c=2 d=3.69335e-18 t=16891
mw[dy xl[mx dc[ad 	没想到	c=2 d=9.69094e-14 t=16891
mw[dy xp[by 	没写	c=1 d=6.12087e-20 t=16891
mw[dy ys[kl 	没用	c=2 d=8.47007e-18 t=16891
mw[dy yz[uo 	没有	c=70 d=0.924702 t=16891
mw[dy yz[uo bj[ld fa[ds 	没有办法	c=1 d=1.27472e-32 t=16891
mw[dy yz[uo jm[lm ks[fg 	没有监控	c=1 d=1.85407e-28 t=16891
mw[dy yz[uo wo[pd 	没有我	c=1 d=2.44726e-29 t=16891
mw[dy zd[ut 	没在	c=1 d=3.2515e-19 t=16891
mw[mm 	梅	c=0 d=2.59276e-33 t=16891
mw[mm da[un 	梅大	c=1 d=1.16643e-17 t=16891
mw[mm da[un gc[wk su[zu 	梅大高速	c=1 d=2.60575e-32 t=16891
mw[mm ge[dk 	梅哥	c=1 d=6.03279e-26 t=16891
mw[mm vz[dl 	梅州	c=1 d=2.19839e-32 t=16891
mw[nw mw[nw 	妹妹	c=2 d=2.34288e-15 t=16891
mw[nw zi[va 	妹子	c=1 d=1.45975e-09 t=16891
mw[pm ci[dr 	每次	c=6 d=0.474727 t=16891
mw[pm ff[rd 	每份	c=1 d=4.3327e-14 t=16891
mw[pm ge[RL rf[PN 	每个人	c=1 d=2.53753e-14 t=16891
mw[pm ge[rl 	每个	c=3 d=7.39409e-08 t=16891
mw[pm ge[rl dc[zz lu[zk 	每个道路	c=1 d=2.02343e-27 t=16891
mw[pm mn[hu 	每秒	c=1 d=4.01541e-31 t=16891
mw[yd 	美	c=2 d=7.25402e-31 t=16891
mw[yd fu[pz 	美孚	c=1 d=2.67817e-31 t=16891
mw[yd go[ky 	美国	c=1 d=1.10022e-06 t=16891
mw[yd nv[va 	美女	c=1 d=1.875e-13 t=16891
mw[yd tu[kd 	美图	c=1 d=3.93522e-29 t=16891
mz[gm ge[rl 	某个	c=2 d=0.044601 t=16891
mz[gm ge[rl zi[bz 	某个字	c=1 d=2.56652e-30 t=16891
mz[gm yi[aa ge[rl 	某一个	c=1 d=6.27794e-24 t=16891
mz[gm yi[aa tn[wm 	某一条	c=1 d=0.045502 t=16891
na[fx 	捺	c=0 d=8.86741e-29 t=16891
na[ke fh[dw mm[aa 	哪方面	c=1 d=3.52232e-19 t=16891
na[ke ge[rl 	哪个	c=17 d=0.533221 t=16891
na[ke gf[zg na[ke 	哪跟哪	c=1 d=2.8798e-32 t=16891
na[ke ji[pv vs[hv 	哪几种	c=1 d=8.56707e-05 t=16891
na[ke ju[bk 	哪句	c=0 d=1.68662e-33 t=16891
na[ke ju[bk ge[dr ci[yk 	哪句歌词	c=1 d=1.69507e-32 t=16891
na[ke jx[bu dm[gk 	哪家店	c=1 d=1.68662e-32 t=16891
na[ke li[la 	哪里	c=14 d=1.40151 t=16891
na[ke vs[hv 	哪种	c=1 d=3.13753e-11 t=16891
na[ke ww[rl 	哪位	c=1 d=2.85116e-32 t=16891
na[ke xp[ve 	哪些	c=1 d=0.0491644 t=16891
na[ke xp[ve zi[bz 	哪些字	c=1 d=0.494109 t=16891
na[ke yi[aa bu[vp 	哪一步	c=1 d=0.163654 t=16891
na[ke yz[uo 	哪有	c=1 d=6.03589e-32 t=16891
na[kn 	呐	c=2 d=9.89036e-08 t=16891
na[ru 	拿	c=21 d=0.631612 t=16891
na[ru dc[ad 	拿到	c=1 d=6.34771e-07 t=16891
na[ru go[zc ld[an 	拿过来	c=1 d=2.3505e-25 t=16891
na[ru ld[an 	拿来	c=1 d=0.000352662 t=16891
na[ru ld[an ys[kl 	拿来用	c=1 d=2.90577e-20 t=16891
na[ve 	那	c=19 d=2.06466e-18 t=16891
na[ve bi[vm 	那笔	c=1 d=1.33434e-11 t=16891
na[ve bm[zl 	那边	c=4 d=0.00025607 t=16891
na[ve bm[zl jb[zj yi[aa dm[lh 	那边近一点	c=1 d=1.01525e-31 t=16891
na[ve bu[ad jq[wy ui[or 	那不就是	c=1 d=1.86336e-28 t=16891
na[ve bu[le ff[bd 	那部分	c=2 d=3.31052e-17 t=16891
na[ve dc[rd bu[ad ys[kl 	那倒不用	c=1 d=1.56422e-28 t=16891
na[ve ge[rl 	那个	c=33 d=0.0602205 t=16891
na[ve hv[rs 	那会	c=1 d=2.3717e-13 t=16891
na[ve jq[wy 	那就	c=4 d=4.154e-10 t=16891
na[ve jq[wy ui[or 	那就是	c=6 d=2.98369e-05 t=16891
na[ve ke[DK ui[OR 	那可是	c=1 d=1.01353e-11 t=16891
na[ve kr[ur 	那款	c=1 d=3.95845e-10 t=16891
na[ve li[la 	那里	c=1 d=0.904837 t=16891
na[ve me[ps 	那么	c=33 d=0.840406 t=16891
na[ve me[ps do[xx 	那么多	c=1 d=1.60022e-31 t=16891
na[ve me[ps hc[nz 	那么好	c=1 d=1.27671e-21 t=16891
na[ve me[ps hc[wm 	那么毫	c=1 d=0.737123 t=16891
na[ve me[ps wj[ov 	那么晚	c=1 d=4.58797e-11 t=16891
na[ve ni[rx 	那你	c=5 d=0.000186888 t=16891
na[ve ni[rx mf[rm 	那你们	c=1 d=1.1904e-21 t=16891
na[ve qt[uy ui[bd 	那确实	c=1 d=1.14926e-19 t=16891
na[ve tm[ad 	那天	c=3 d=2.52445e-12 t=16891
na[ve ua[kk 	那啥	c=2 d=2.62926e-20 t=16891
na[ve ui[oc hz[ru 	那时候	c=1 d=5.81226e-29 t=16891
na[ve ui[or 	那是	c=2 d=3.44423e-20 t=16891
na[ve vh[gi 	那张	c=1 d=3.65087e-29 t=16891
na[ve vs[hv di[ty fh[dw 	那种地方	c=1 d=4.55006e-31 t=16891
na[ve vz[kk 	那周	c=1 d=0.0181334 t=16891
na[ve wo[PD 	那我	c=2 d=9.45752e-12 t=16891
na[ve ww[rl 	那位	c=1 d=5.37745e-26 t=16891
na[ve xp[ve 	那些	c=6 d=3.27347e-10 t=16891
na[ve ye[vv ui[OR 	那也是	c=2 d=2.86669e-07 t=16891
na[ve yh[my 	那样	c=2 d=1.51308e-08 t=16891
nc[mj 	闹	c=1 d=1.49102e-23 t=16891
nc[mj bd[uu 	闹掰	c=1 d=2.40713e-11 t=16891
nc[mj ui[al 	闹事	c=1 d=2.90825e-30 t=16891
nc[mj ui[wj 	闹市	c=1 d=2.93748e-30 t=16891
nc[ok ke[uj tg[bd 	脑壳疼	c=1 d=5.18894e-18 t=16891
nc[ok zi[va 	脑子	c=4 d=4.52196e-21 t=16891
nc[ok zi[va li[la 	脑子里	c=2 d=9.25978e-08 t=16891
nd[nn zi[va 	奶子	c=1 d=4.34392e-15 t=16891
ne[kb 	呢	c=33 d=0.0125016 t=16891
ne[kb ge[rl 	呢个	c=1 d=1.58488e-06 t=16891
ne[kb vz[kk 	呢周	c=1 d=5.82331e-22 t=16891
ne[kb xk[xu 	呢性	c=1 d=1.57699e-06 t=16891
ng[sb 	能	c=27 d=0.0901275 t=16891
ng[sb bu[ad ng[sb 	能不能	c=10 d=0.339888 t=16891
ng[sb dc[ad 	能到	c=1 d=2.97467e-31 t=16891
ng[sb fa[vd 	能发	c=1 d=3.54358e-31 t=16891
ng[sb gz[bx 	能够	c=5 d=3.69109e-10 t=16891
ng[sb li[vp 	能力	c=3 d=2.55915e-25 t=16891
ng[sb xl[rn 	能像	c=1 d=1.41854e-25 t=16891
ng[sb yr[dx 	能源	c=1 d=7.26249e-32 t=16891
ng[sb ys[kl 	能用	c=2 d=1.31763e-21 t=16891
ni[RX dh[xe ui[oc 	你当时	c=1 d=0.0241131 t=16891
ni[RX hc[nz 	你好	c=2 d=0.0105362 t=16891
ni[RX kj[uo ve[ZW ge[RL 	你看这个	c=1 d=0.0987662 t=16891
ni[RX ui[OR 	你是	c=1 d=0.202909 t=16891
ni[db tu[ua 	泥土	c=1 d=6.13043e-09 t=16891
ni[or 	腻	c=1 d=3.40464e-31 t=16891
ni[rx 	你	c=237 d=4.00506e-06 t=16891
ni[rx kj[uo 	你看	c=4 d=1.26749e-24 t=16891
ni[rx mf[rm 	你们	c=8 d=3.4426e-12 t=16891
ni[rx mf[rm jx[bu 	你们家	c=1 d=5.10198e-25 t=16891
ni[rx ve[zw ge[rl 	你这个	c=1 d=6.69841e-22 t=16891
ni[ub 	尼	c=1 d=8.22529e-26 t=16891
nj[tl 	男	c=1 d=1.69247e-14 t=16891
nj[tl de[ 	男的	c=2 d=5.17315e-11 t=16891
nj[tl de[ nv[va de[ 	男的女的	c=1 d=7.39786e-14 t=16891
nj[tl nv[va 	男女	c=2 d=2.60805e-13 t=16891
nj[tl pg[oo yz[uy 	男朋友	c=7 d=7.1689e-11 t=16891
nj[tl rf[PN 	男人	c=8 d=7.40231e-11 t=16891
nj[tl ts[kk xt[xz 	男同学	c=1 d=9.14865e-13 t=16891
nj[tl ug[pf 	男生	c=1 d=8.9907e-14 t=16891
nj[tl xk[xu 	男性	c=1 d=7.43495e-14 t=16891
nj[ug bu[le vj[lg qu[kx 	南部战区	c=1 d=4.87996e-31 t=16891
nj[ug fh[dw bw[lb fh[dw 	南方北方	c=1 d=2.33234e-22 t=16891
nj[ug fh[dw di[ty qu[kx 	南方地区	c=1 d=5.91958e-09 t=16891
nj[ug ge[dk 	南哥	c=1 d=1.07899e-12 t=16891
nj[ug uj[lk 	南山	c=0 d=1.93374e-24 t=16891
nj[ug yt[tv wh[at 	南越王	c=1 d=2.56697e-32 t=16891
nj[yf 	难	c=2 d=5.42872e-20 t=16891
nj[yf da[fd 	难打	c=1 d=4.77765e-17 t=16891
nj[yf de[ic 	难得	c=1 d=7.36096e-14 t=16891
nj[yf du[gy 	难度	c=2 d=8.21269e-08 t=16891
nj[yf gk[xt 	难怪	c=1 d=7.55503e-26 t=16891
nj[yf mm[dv 	难免	c=1 d=2.04662e-14 t=16891
nj[yf uz[py 	难受	c=1 d=2.76311e-16 t=16891
nk[md bw[lb 	柠北	c=2 d=5.90091e-23 t=16891
nk[md mg[mu 	柠檬	c=1 d=2.29918e-30 t=16891
nm[hk iz[hk 	黏稠	c=1 d=4.90444e-31 t=16891
nm[hk iz[hk du[gy 	黏稠度	c=2 d=1.04697e-30 t=16891
nm[mk 	粘	c=1 d=4.18155e-08 t=16891
nm[pl 	年	c=1 d=1.2931e-24 t=16891
nm[pl bj[dl 	年半	c=1 d=6.89772e-14 t=16891
nm[pl lk[vs 	年龄	c=2 d=1.19654e-12 t=16891
nm[pl lk[vs dr[py 	年龄段	c=2 d=8.2713e-13 t=16891
nm[pl vs[ll 	年中	c=1 d=6.28456e-07 t=16891
nm[pl xb[cj 	年薪	c=1 d=6.97412e-26 t=16891
nm[rx le[VL 	念了	c=1 d=3.65535e-14 t=16891
nq[pl 	牛	c=7 d=0.694301 t=16891
nq[pl bi[zt 	牛逼	c=3 d=5.53418e-16 t=16891
nr[oy bc[by bc[by 	暖宝宝	c=1 d=3.97342e-25 t=16891
nr[oy nr[oy 	暖暖	c=1 d=3.99333e-25 t=16891
ns[dn li[il 	农历	c=3 d=0.0173357 t=16891
ns[dn li[il ma[km 	农历吗	c=1 d=1.12535e-07 t=16891
ns[wc 	弄	c=9 d=0.000345529 t=16891
ns[wc dq[ps 	弄丢	c=1 d=7.26001e-28 t=16891
ns[wc ge[rl 	弄个	c=2 d=1.17693e-19 t=16891
ns[wc le[vl 	弄了	c=1 d=1.17551e-20 t=16891
ns[wc xx[ab ld[an 	弄下来	c=1 d=0.000117979 t=16891
nv[va de[ 	女的	c=1 d=5.27741e-11 t=16891
nv[va fh[dw jx[bu 	女方家	c=1 d=1.08831e-25 t=16891
nv[va hd[zr zi[va 	女孩子	c=1 d=9.2406e-13 t=16891
nv[va pg[oo yz[uy 	女朋友	c=5 d=9.9586e-11 t=16891
nv[va rf[pn 	女人	c=3 d=2.37319e-11 t=16891
nv[va ug[pf 	女生	c=2 d=1.72666e-14 t=16891
nw[ld 	内	c=2 d=0.00128757 t=16891
nw[ld he[dk gh[ds 	内河港	c=1 d=1.31425e-09 t=16891
nw[ld ku[pi 	内裤	c=1 d=9.52364e-15 t=16891
nw[ld qm[er 	内嵌	c=2 d=0.115086 t=16891
nw[ld rs[bk 	内容	c=8 d=3.8735e-06 t=16891
nw[ld vi[sq 	内置	c=2 d=8.14661e-20 t=16891
nw[ld wh[kx ir[by tz[zn 	内网穿透	c=2 d=0.00945971 t=16891
nw[ld yi[wy ku[pi 	内衣裤	c=1 d=7.91514e-15 t=16891
nw[ld yi[wy nw[ld ku[pi 	内衣内裤	c=1 d=4.70571e-15 t=16891
oo[kw 	哦	c=3 d=0.0566989 t=16891
oo[kw oo[kw 	哦哦	c=10 d=0.996659 t=16891
ou[kr vz[dv 	欧洲	c=1 d=1.22815e-06 t=16891
ou[ry er[dx 	偶尔	c=2 d=3.25803e-05 t=16891
pa[xb 	怕	c=3 d=0.000401622 t=16891
pa[xb ta[ny 	怕她	c=1 d=5.17468e-15 t=16891
pa[xb ta[ry 	怕他	c=1 d=2.89079e-18 t=16891
pa[xb ui[or 	怕是	c=1 d=2.38149e-32 t=16891
pb[fk yb[lo 	拼音	c=19 d=1.8455e-07 t=16891
pb[kk 	品	c=0 d=3.9947e-30 t=16891
pb[kk bu[ad ln[vl 	品不了	c=1 d=4.01472e-29 t=16891
pc[hs ji[mj 	炮机	c=2 d=2.48848e-12 t=16891
pc[zs 	跑	c=1 d=3.94688e-05 t=16891
pc[zs dc[ad 	跑到	c=1 d=2.62336e-23 t=16891
pc[zs dc[zz 	跑道	c=1 d=2.63652e-23 t=16891
pc[zs ld[an 	跑来	c=1 d=7.8026e-23 t=16891
pc[zs qu[ts 	跑去	c=0 d=4.5048e-32 t=16891
pd[fb 	拍	c=5 d=6.09613e-28 t=16891
pd[fb dr[mj 	拍断	c=1 d=2.92642e-15 t=16891
pd[fb go[zc 	拍过	c=1 d=1.14727e-28 t=16891
pd[fb ue[fy 	拍摄	c=1 d=2.2201e-30 t=16891
pd[fb vc[oh 	拍照	c=1 d=9.6791e-29 t=16891
pd[ff 	排	c=2 d=2.34363e-20 t=16891
pd[ff iu[vk 	排出	c=1 d=1.6233e-23 t=16891
pd[ff jx[lm 	排架	c=2 d=1.83252e-29 t=16891
pd[ff lp[dd 	排列	c=1 d=3.3413e-16 t=16891
pd[ff uv[ln 	排水	c=1 d=4.34169e-09 t=16891
pd[pu zi[va 	牌子	c=1 d=1.87787e-31 t=16891
pg[oo yz[uy 	朋友	c=10 d=9.74234e-10 t=16891
ph[wf bm[zl 	旁边	c=2 d=1.68375e-12 t=16891
pi[fb iu[wb li[wl 	批处理	c=1 d=1.52851e-21 t=16891
pi[ke pw[yj 	匹配	c=7 d=1.33027e-05 t=16891
pi[vy fu[of 	皮肤	c=9 d=0.0623495 t=16891
pi[vy mm[mj 	皮棉	c=1 d=0.0303487 t=16891
pj[bd dr[mj 	判断	c=1 d=2.94108e-15 t=16891
pj[vm le[vl 	盘了	c=1 d=2.48813e-18 t=16891
pk[au jy[td 	平均	c=1 d=1.82553e-22 t=16891
pk[au mm[aa 	平面	c=15 d=0.243776 t=16891
pk[au mm[aa jp[sk gz[ms 	平面结构	c=1 d=2.44135e-30 t=16891
pk[au mm[aa tu[kd 	平面图	c=1 d=5.09416e-07 t=16891
pk[au mm[aa uh[la 	平面上	c=2 d=0.010446 t=16891
pk[au mm[aa wd[xb 	平面外	c=1 d=1.72039e-30 t=16891
pk[au mm[aa xm[sj xk[kp 	平面线形	c=2 d=4.44361e-27 t=16891
pk[au mm[aa xm[sj xk[xu 	平面线性	c=2 d=3.17568e-27 t=16891
pk[au ui[oc 	平时	c=1 d=5.70995e-26 t=16891
pk[au wf[hx 	平稳	c=1 d=1.72367e-23 t=16891
pk[au xk[ii 	平行	c=8 d=0.343395 t=16891
pk[au xk[ii tz[fy yk[op 	平行投影	c=1 d=0.00494193 t=16891
pk[au xk[ii xm[sj 	平行线	c=1 d=0.0665368 t=16891
pk[au xm[sj 	平线	c=0 d=0.00702988 t=16891
pk[bw 	瓶	c=1 d=4.54232e-11 t=16891
pk[uk mu[cj 	屏幕	c=1 d=3.13647e-07 t=16891
pm[mc rf[PN 	骗人	c=1 d=0.028297 t=16891
pm[mc rf[PN de[ 	骗人的	c=1 d=0.000136389 t=16891
pm[rc jn[dy 	偏角	c=0 d=2.41041e-28 t=16891
pm[rc ph[wf 	偏旁	c=2 d=4.7899e-17 t=16891
pm[rc xb[dd ju[zj 	偏心距	c=1 d=2.12791e-31 t=16891
pm[rc ya[id 	偏压	c=1 d=2.4797e-31 t=16891
pm[rc ya[id gz[ms jm[rn 	偏压构件	c=1 d=2.237e-31 t=16891
pm[rc ya[id he[ck zd[ui 	偏压荷载	c=1 d=2.03427e-31 t=16891
pm[rg yi[bq 	便宜	c=2 d=1.99658e-30 t=16891
pn[dx ll[wj 	漂亮	c=1 d=1.85634e-13 t=16891
pn[xx fu[dz 	飘浮	c=1 d=1.66122e-30 t=16891
po[dn 	婆	c=1 d=0.0281559 t=16891
po[ty 	坡	c=1 d=4.08886e-09 t=16891
po[ty du[gy 	坡度	c=1 d=1.91515e-27 t=16891
po[ty ih[pn 	坡长	c=1 d=1.97348e-27 t=16891
po[uy hk[tb 	破坏	c=2 d=1.04703e-29 t=16891
po[uy le[VL 	破了	c=1 d=1.15086e-06 t=16891
pp[fw 	撇	c=0 d=8.86741e-29 t=16891
pu[bo ts[zy 	普通	c=2 d=1.64984e-08 t=16891
pu[bo ts[zy hx[yk 	普通话	c=2 d=8.32222e-08 t=16891
pu[bo ts[zy rf[pn 	普通人	c=1 d=8.45819e-31 t=16891
pu[jf 	铺	c=1 d=2.25795e-23 t=16891
pu[jf mo[od 	铺膜	c=1 d=1.08606e-30 t=16891
pw[YJ se[db 	配色	c=1 d=0.062662 t=16891
pw[YJ yt[pd 	配乐	c=1 d=0.00235786 t=16891
pw[ek jq[dy 	陪酒	c=1 d=9.31096e-14 t=16891
pw[ek jq[dy nv[va 	陪酒女	c=3 d=3.4645e-13 t=16891
pw[ek wo[PD 	陪我	c=1 d=0.010358 t=16891
pw[tk xy[yi 	培训	c=2 d=0.0157797 t=16891
pw[yj 	配	c=2 d=2.07175e-24 t=16891
pw[yj vi[sq 	配置	c=52 d=2.0122 t=16891
qb[fh lk[es 	秦岭	c=1 d=1.96297e-23 t=16891
qb[fh uj[lk 	秦山	c=1 d=7.75025e-32 t=16891
qb[lm 	亲	c=1 d=0.0216013 t=16891
qb[lm lk[vs nj[ug uj[lk 	亲龄南山	c=1 d=1.94344e-23 t=16891
qb[lm qb[lm 	亲亲	c=2 d=2.51783e-32 t=16891
qb[nl 	勤	c=1 d=0.0149956 t=16891
qb[nl wu[wl 	勤务	c=0 d=3.05217e-11 t=16891
qb[nl wu[wl uz[pl dm[lv 	勤务手电	c=1 d=3.06746e-10 t=16891
qi[av nm[pl bj[dl 	七年半	c=1 d=1.9613e-13 t=16891
qi[dk gk[xt 	奇怪	c=3 d=0.201923 t=16891
qi[dq ie[al 	汽车	c=2 d=6.62966e-31 t=16891
qi[ej bu[ad ui[OR 	岂不是	c=1 d=7.49156e-15 t=16891
qi[hk ds[el 	启动	c=1 d=1.49564e-30 t=16891
qi[kk 	器	c=1 d=1.91581e-31 t=16891
qi[pv si[db 	气死	c=1 d=1.43479e-12 t=16891
qi[pv ya[id 	气压	c=1 d=1.9304e-32 t=16891
qi[pv ya[id if[dj xl[vo 	气压沉箱	c=1 d=1.66982e-32 t=16891
qi[qb ta[ry 	其他	c=3 d=4.52981e-08 t=16891
qi[qb ui[bd 	其实	c=14 d=0.923181 t=16891
qi[qb vs[ll 	其中	c=2 d=3.86873e-05 t=16891
qi[qb yu[rh 	其余	c=1 d=2.77886e-24 t=16891
qi[qo dd[ic 	期待	c=4 d=9.78001e-05 t=16891
qi[qo dd[ic gg[an xb[lj 	期待更新	c=1 d=1.1648e-30 t=16891
qi[qo dd[ic yi[aa xx[ab 	期待一下	c=1 d=0.000982903 t=16891
qi[qo jm[mo 	期间	c=0 d=3.51441e-23 t=16891
qi[qo xm[eg 	期限	c=2 d=1.64312e-11 t=16891
qi[qo xm[eg nw[ld 	期限内	c=1 d=8.42346e-12 t=16891
qi[tj 	起	c=1 d=5.29287e-16 t=16891
qi[tj de[ mk[xk zi[bz 	起的名字	c=1 d=4.67254e-20 t=16891
qi[tj ld[an 	起来	c=4 d=4.17287e-13 t=16891
qi[tj ma[um 	起码	c=4 d=2.89897e-12 t=16891
qi[tj vs[pa ji[mj xp[mc 	起重机械	c=1 d=3.16798e-07 t=16891
qi[tj yb[kd 	起因	c=2 d=8.03112e-12 t=16891
qk[do 	清	c=2 d=6.88223e-32 t=16891
qk[do bd[po 	清白	c=1 d=8.15618e-15 t=16891
qk[do iu[mr 	清楚	c=2 d=6.19868e-11 t=16891
qk[do iy[st 	清纯	c=1 d=5.09676e-13 t=16891
qk[do xi[de 	清洗	c=1 d=5.95229e-15 t=16891
qk[do xi[oj 	清晰	c=1 d=5.9226e-15 t=16891
qk[do yr[ze 	清远	c=2 d=3.78836e-14 t=16891
qk[ig gv[ij 	轻轨	c=7 d=6.75066e-23 t=16891
qk[ig ss[ms 	轻松	c=1 d=3.84406e-18 t=16891
qk[rr xp[ru 	倾斜	c=1 d=0.121238 t=16891
qk[xo jp[ce 	情节	c=2 d=8.08468e-12 t=16891
qk[xo kl[de 	情况	c=16 d=0.000251106 t=16891
qk[xo kl[de xx[ab 	情况下	c=3 d=0.113042 t=16891
qk[xo qk[xo ai[py ai[py 	情情爱爱	c=1 d=3.52051e-13 t=16891
qk[xo qu[ty 	情趣	c=3 d=1.70839e-31 t=16891
qk[yo do[xx 	请多	c=1 d=6.2144e-22 t=16891
qk[yo kj[uo 	请看	c=1 d=3.44307e-16 t=16891
qk[yo wf[mk 	请问	c=1 d=2.83693e-32 t=16891
ql[gi 	强	c=6 d=0.000121724 t=16891
ql[gi da[un 	强大	c=2 d=0.00882647 t=16891
ql[gi du[gy 	强度	c=5 d=1.30946e-07 t=16891
ql[gi hh[dl fa[ds 	强夯法	c=1 d=5.79921e-32 t=16891
ql[gi jm[ng 	强奸	c=2 d=1.76917e-06 t=16891
ql[gi ql[gi ql[gi 	强强强	c=1 d=2.08904e-20 t=16891
ql[gi ui[fl 	强势	c=2 d=0.000363402 t=16891
ql[gi vi[pd 	强制	c=3 d=6.53968e-30 t=16891
ql[mv 	枪	c=1 d=0.00740944 t=16891
ql[tk 	墙	c=2 d=7.12255e-09 t=16891
ql[tk ti[rb 	墙体	c=4 d=4.23947e-30 t=16891
qlln 	去留两难	c=1 d=2.33718e-17 t=16891
qm[bd 	前	c=1 d=0.0411719 t=16891
qm[bd bu[le 	前部	c=1 d=7.63488e-32 t=16891
qm[bd hz[pk 	前后	c=1 d=0.0368832 t=16891
qm[bd mm[aa 	前面	c=7 d=0.00155517 t=16891
qm[bd qi[qo 	前期	c=1 d=2.6198e-07 t=16891
qm[bd vi[sq 	前置	c=1 d=1.47036e-06 t=16891
qm[dj gd[jw 	浅改	c=1 d=3.11806e-26 t=16891
qm[dn yb[gl li[vp 	牵引力	c=1 d=3.2853e-23 t=16891
qm[dr tn[wm 	欠条	c=1 d=8.09317e-12 t=16891
qm[dr ve[yo 	欠着	c=1 d=8.23656e-12 t=16891
qm[dr ve[yo wo[pd 	欠着我	c=1 d=6.17816e-12 t=16891
qm[er ru[pn dc[ad 	嵌入到	c=1 d=1.83592e-30 t=16891
qm[jj 	钱	c=4 d=0.101266 t=16891
qm[va le[VL 	签了	c=1 d=7.81481e-12 t=16891
qm[yz ze[fr 	谴责	c=1 d=1.92246e-13 t=16891
qn[ml 	桥	c=1 d=2.69158e-31 t=16891
qn[ml dy[tw 	桥墩	c=3 d=4.93504e-16 t=16891
qn[ml ll[dm 	桥梁	c=6 d=4.89253e-07 t=16891
qn[ml ll[dm bo[uc ui[ua 	桥梁博士	c=1 d=9.09838e-07 t=16891
qn[ml ll[dm gs[aa ig[hw 	桥梁工程	c=1 d=2.89926e-23 t=16891
qn[ml td[sk 	桥台	c=1 d=4.98464e-16 t=16891
qn[ml uh[la 	桥上	c=0 d=9.74782e-25 t=16891
qn[xo mi[km mi[km 	悄咪咪	c=1 d=0.000739157 t=16891
qp[qd 	切	c=1 d=2.51707e-07 t=16891
qp[qd hr[fd 	切换	c=3 d=2.69307e-08 t=16891
qq[wq 	球	c=2 d=0.000617594 t=16891
qq[wq jp[ce dm[lh 	球节点	c=1 d=7.39009e-31 t=16891
qq[wq mm[aa 	球面	c=4 d=0.00555077 t=16891
qr[kv qr[kv 	圈圈	c=1 d=6.67544e-11 t=16891
qr[rw 	全	c=5 d=0.508436 t=16891
qr[rw bu[le 	全部	c=3 d=4.42107e-14 t=16891
qr[rw iu[vk 	全出	c=1 d=1.92841e-20 t=16891
qr[rw ju[uk 	全局	c=1 d=1.02194e-20 t=16891
qr[rw kl[mw jx[lm 	全框架	c=1 d=3.24642e-30 t=16891
qr[rw lq[dv ig[hw 	全流程	c=1 d=8.18425e-26 t=16891
qr[rw ma[um 	全码	c=6 d=2.02521 t=16891
qr[rw mm[aa 	全面	c=1 d=2.56652e-30 t=16891
qr[rw pb[fk 	全拼	c=17 d=0.214398 t=16891
qr[rw pk[au td[sk 	全平台	c=1 d=3.07008e-20 t=16891
qr[rw pk[rj 	全凭	c=1 d=2.86846e-15 t=16891
qr[rw tm[ad 	全天	c=1 d=0.0202419 t=16891
qr[rw ui[OR 	全是	c=1 d=1.32448e-12 t=16891
qr[rw vi[eb 	全职	c=2 d=2.30316e-12 t=16891
qr[rw zi[po ds[el hx[rb ks[fg vi[pd 	全自动化控制	c=1 d=1.83944e-23 t=16891
qt[fg 	缺	c=2 d=2.8152e-22 t=16891
qt[fg bp[kd 	缺别	c=1 d=8.9167e-05 t=16891
qt[fg dm[lh 	缺点	c=3 d=4.21811e-25 t=16891
qt[fg qm[jj 	缺钱	c=1 d=1.04439e-11 t=16891
qt[fg uc[xp 	缺少	c=1 d=5.22936e-21 t=16891
qt[fg xm[ej 	缺陷	c=1 d=6.6169e-25 t=16891
qt[uy bc[rm 	确保	c=1 d=1.70328e-30 t=16891
qt[uy dk[br 	确定	c=5 d=0.0185001 t=16891
qt[uy ui[bd 	确实	c=23 d=0.428908 t=16891
qu[TS bu[ad qu[TS 	去不去	c=2 d=2.69858e-09 t=16891
qu[TS nm[pl 	去年	c=2 d=6.16011e-07 t=16891
qu[ey 	取	c=8 d=0.00757152 t=16891
qu[ey da[un 	取大	c=3 d=2.48062e-05 t=16891
qu[ey iu[vk 	取出	c=1 d=1.30948e-25 t=16891
qu[ey uz[bz zi[bz mu[vd 	取首字母	c=1 d=1.23385e-31 t=16891
qu[ey vg[uv 	取整	c=1 d=5.54988e-15 t=16891
qu[ey xn[do 	取消	c=3 d=0.000311226 t=16891
qu[ey zz[tr 	取走	c=1 d=6.46473e-16 t=16891
qu[kx bp[kd 	区别	c=8 d=0.000177568 t=16891
qu[kx ff[bd 	区分	c=0 d=1.15541e-24 t=16891
qu[kx ff[bd ll[ad ve[lo 	区分两者	c=1 d=1.1612e-23 t=16891
qu[kx jm[mo 	区间	c=1 d=7.50711e-10 t=16891
qu[la xm[sj 	曲线	c=8 d=4.73108e-25 t=16891
qu[la xm[sj jp[sk gz[ms 	曲线结构	c=1 d=2.27081e-31 t=16891
qu[te ui[fl 	趋势	c=1 d=1.99264e-23 t=16891
qu[te xl[pk 	趋向	c=1 d=1.13821e-23 t=16891
qu[ts 	去	c=24 d=4.22298e-13 t=16891
qu[ts dc[ad 	去到	c=1 d=2.18705e-30 t=16891
qu[ts iu[eh 	去除	c=1 d=1.31604e-25 t=16891
